cust_id,qty,amt_paid,avg_discount_rate,amt_nestle_rate,amt_private_rate
74739573,56,65.89,0.0760061702426027,0.0104719987858552,0
35819827,41.118,65.55,0.180727409073866,0.00747520976353928,0
66569790,49,65.52,0.313711113438777,0.0247252747252747,0
81449643,33,65.52,0.27570196772054,0,0
85829809,33.018,65.48,0.0919428650672583,0.0410812461820403,0
3389905,37,65.37,0.334521022091011,0.059048493192596,0
57939976,42,65.09,0.115985332065734,0.0473190966354279,0
86979906,22,64.92,0.218208092485549,0.0275723967960567,0
14529576,27,64.63,0.0167351285562148,0,0
77249761,34.078,64.6,0.229392818799952,0.0492260061919505,0
67809958,33,64.49,0.173417072545501,0.0463637773298186,0
73809611,41,64.11,0.0612095475179382,0,0
48289855,28,63.98,0.191865605658709,0.0420443888715224,0
12959585,37,63.84,0.159336318145905,0.0195802005012531,0
84659856,29.99,63.84,0.216590992759848,0.0574874686716792,0
60669998,35.095,63.53,0.0876059169898032,0.0295923185896427,0
87239848,62.065,63.4,0.357519254154844,0,0
89779928,27,63.19,0.123942880909469,0,0
68289745,26,62.98,0.175330627209637,0,0
71579537,31.155,62.74,0.143013249556072,0.0109977685686962,0
65929895,34,62.36,0.11243951038998,0.0271007055805003,0
82999957,46,62.23,0.386956950054182,0,0
44639953,42,61.68,0.365301502366742,0.0209143968871595,0
96569981,28,61.61,0.0520080012309586,0.017691933127739,0
61149783,51,61.58,0.197863748860232,0,0
68659566,16,60.84,0.0759416767922236,0,0
83959811,29,60.14,0.126253087316577,0,0
42119677,26,59.82,0.08420085731782,0,0
57939795,33.162,59.68,0.27219512195122,0,0
60679910,27,59.64,0.30335241210139,0.0140845070422535,0
50779606,35.456,59.32,0.0899048787971771,0,0
31239906,41.11,59.04,0.324253176147419,0,0
45259561,25,58.41,0.0721207307386815,0,0
12659995,31,58.22,0.243011311923027,0,0
95709915,30,57.77,0.0128161312371839,0,0
48409669,37,57.7,0.352122164832697,0.0379549393414211,0
34369759,22,57.62,0.227924427174059,0.0241235682054842,0
74719607,28,57.47,0.39403205398566,0,0
84969976,34,57.39,0.391539440203562,0,0
79609857,23,56.96,0.114152410575428,0,0
13009679,18,56.91,0.0879807692307692,0,0
2499933,28,56.73,0.234412955465587,0,0
94339923,32,56.7,0.321932552021048,0.0527336860670194,0
77949814,42.026,56.68,0.0668422785643728,0.0305222300635145,0
64629802,36,56.62,0.279093455564044,0.05987283645355,0
2769892,51,56.52,0.250298448070036,0,0
83969811,21,55.98,0.125722317663595,0.0560914612361558,0
83549802,31.026,54.87,0.302618200305033,0.0406415163112812,0
38609885,23,54.74,0.0491575473336807,0.025392765801973,0
29769913,24.918,54.38,0.155458922192887,0.0476278043398308,0
76699585,39.514,54.16,0.242941012021247,0,0
